Passport ID,Sample ID,Class,Country,Gender,Age Group,Angle,Distance Category,Resolution,Camera,Light Condition,Background,Timestamp
P_NZ_TV057637,P_NZ_TV057637_L2_B4_A3_D2,attack,NZ,F,18-30,45°,far,4032x3024,iphone_13_front,office_light,documents_on_documents,2025-10-07T09:35:29+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L3_B1_A1_D1,attack,NZ,F,18-30,0°,close,4032x3024,iphone_13_front,warm_light,neutral_wall,2025-10-07T09:35:29+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L3_B1_A1_D2,attack,NZ,F,18-30,0°,far,4032x3024,iphone_13_front,warm_light,neutral_wall,2025-10-07T09:35:29+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L3_B1_A2_D1,attack,NZ,F,18-30,20°,close,4032x3024,iphone_13_front,warm_light,neutral_wall,2025-10-07T09:35:29+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L3_B1_A2_D2,attack,NZ,F,18-30,20°,far,4032x3024,iphone_13_front,warm_light,neutral_wall,2025-10-07T09:35:29+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L3_B1_A3_D1,attack,NZ,F,18-30,45°,close,4032x3024,iphone_13_front,warm_light,neutral_wall,2025-10-07T09:35:29+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L3_B1_A3_D2,attack,NZ,F,18-30,45°,far,4032x3024,iphone_13_front,warm_light,neutral_wall,2025-10-07T09:35:29+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L3_B2_A1_D1,attack,NZ,F,18-30,0°,close,4032x3024,iphone_13_front,warm_light,textured_table,2025-10-07T09:35:29+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L3_B2_A1_D2,attack,NZ,F,18-30,0°,far,4032x3024,iphone_13_front,warm_light,textured_table,2025-10-07T09:35:29+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L3_B2_A2_D1,attack,NZ,F,18-30,20°,close,4032x3024,iphone_13_front,warm_light,textured_table,2025-10-07T09:35:29+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L3_B2_A2_D2,attack,NZ,F,18-30,20°,far,4032x3024,iphone_13_front,warm_light,textured_table,2025-10-07T09:35:29+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L3_B2_A3_D1,attack,NZ,F,18-30,45°,close,4032x3024,iphone_13_front,warm_light,textured_table,2025-10-07T09:35:29+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L3_B2_A3_D2,attack,NZ,F,18-30,45°,far,4032x3024,iphone_13_front,warm_light,textured_table,2025-10-07T09:35:29+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L3_B3_A1_D1,attack,NZ,F,18-30,0°,close,4032x3024,iphone_13_front,warm_light,outdoor_pavement,2025-10-07T09:35:30+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L3_B3_A1_D2,attack,NZ,F,18-30,0°,far,4032x3024,iphone_13_front,warm_light,outdoor_pavement,2025-10-07T09:35:30+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L3_B3_A2_D1,attack,NZ,F,18-30,20°,close,4032x3024,iphone_13_front,warm_light,outdoor_pavement,2025-10-07T09:35:30+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L3_B3_A2_D2,attack,NZ,F,18-30,20°,far,4032x3024,iphone_13_front,warm_light,outdoor_pavement,2025-10-07T09:35:30+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L3_B3_A3_D1,attack,NZ,F,18-30,45°,close,4032x3024,iphone_13_front,warm_light,outdoor_pavement,2025-10-07T09:35:30+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L3_B3_A3_D2,attack,NZ,F,18-30,45°,far,4032x3024,iphone_13_front,warm_light,outdoor_pavement,2025-10-07T09:35:30+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L3_B4_A1_D1,attack,NZ,F,18-30,0°,close,4032x3024,iphone_13_front,warm_light,documents_on_documents,2025-10-07T09:35:30+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L3_B4_A1_D2,attack,NZ,F,18-30,0°,far,4032x3024,iphone_13_front,warm_light,documents_on_documents,2025-10-07T09:35:30+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L3_B4_A2_D1,attack,NZ,F,18-30,20°,close,4032x3024,iphone_13_front,warm_light,documents_on_documents,2025-10-07T09:35:30+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L3_B4_A2_D2,attack,NZ,F,18-30,20°,far,4032x3024,iphone_13_front,warm_light,documents_on_documents,2025-10-07T09:35:30+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L3_B4_A3_D1,attack,NZ,F,18-30,45°,close,4032x3024,iphone_13_front,warm_light,documents_on_documents,2025-10-07T09:35:30+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L3_B4_A3_D2,attack,NZ,F,18-30,45°,far,4032x3024,iphone_13_front,warm_light,documents_on_documents,2025-10-07T09:35:30+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L4_B1_A1_D1,attack,NZ,F,18-30,0°,close,4032x3024,iphone_13_front,dim_light,neutral_wall,2025-10-07T09:35:30+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L4_B1_A1_D2,attack,NZ,F,18-30,0°,far,4032x3024,iphone_13_front,dim_light,neutral_wall,2025-10-07T09:35:30+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L4_B1_A2_D1,attack,NZ,F,18-30,20°,close,4032x3024,iphone_13_front,dim_light,neutral_wall,2025-10-07T09:35:30+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L4_B1_A2_D2,attack,NZ,F,18-30,20°,far,4032x3024,iphone_13_front,dim_light,neutral_wall,2025-10-07T09:35:30+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L4_B1_A3_D1,attack,NZ,F,18-30,45°,close,4032x3024,iphone_13_front,dim_light,neutral_wall,2025-10-07T09:35:30+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L4_B1_A3_D2,attack,NZ,F,18-30,45°,far,4032x3024,iphone_13_front,dim_light,neutral_wall,2025-10-07T09:35:30+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L4_B2_A1_D1,attack,NZ,F,18-30,0°,close,4032x3024,iphone_13_front,dim_light,textured_table,2025-10-07T09:35:30+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L4_B2_A1_D2,attack,NZ,F,18-30,0°,far,4032x3024,iphone_13_front,dim_light,textured_table,2025-10-07T09:35:31+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L4_B2_A2_D1,attack,NZ,F,18-30,20°,close,4032x3024,iphone_13_front,dim_light,textured_table,2025-10-07T09:35:31+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L4_B2_A2_D2,attack,NZ,F,18-30,20°,far,4032x3024,iphone_13_front,dim_light,textured_table,2025-10-07T09:35:31+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L4_B2_A3_D1,attack,NZ,F,18-30,45°,close,4032x3024,iphone_13_front,dim_light,textured_table,2025-10-07T09:35:31+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L4_B2_A3_D2,attack,NZ,F,18-30,45°,far,4032x3024,iphone_13_front,dim_light,textured_table,2025-10-07T09:35:31+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L4_B3_A1_D1,attack,NZ,F,18-30,0°,close,4032x3024,iphone_13_front,dim_light,outdoor_pavement,2025-10-07T09:35:31+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L4_B3_A1_D2,attack,NZ,F,18-30,0°,far,4032x3024,iphone_13_front,dim_light,outdoor_pavement,2025-10-07T09:35:31+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L4_B3_A2_D1,attack,NZ,F,18-30,20°,close,4032x3024,iphone_13_front,dim_light,outdoor_pavement,2025-10-07T09:35:31+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L4_B3_A2_D2,attack,NZ,F,18-30,20°,far,4032x3024,iphone_13_front,dim_light,outdoor_pavement,2025-10-07T09:35:31+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L4_B3_A3_D1,attack,NZ,F,18-30,45°,close,4032x3024,iphone_13_front,dim_light,outdoor_pavement,2025-10-07T09:35:31+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L4_B3_A3_D2,attack,NZ,F,18-30,45°,far,4032x3024,iphone_13_front,dim_light,outdoor_pavement,2025-10-07T09:35:31+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L4_B4_A1_D1,attack,NZ,F,18-30,0°,close,4032x3024,iphone_13_front,dim_light,documents_on_documents,2025-10-07T09:35:31+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L4_B4_A1_D2,attack,NZ,F,18-30,0°,far,4032x3024,iphone_13_front,dim_light,documents_on_documents,2025-10-07T09:35:31+00:00Z
P_NZ_TV057637,P_NZ_TV057637_L4_B4_A2_D1,attack,NZ,F,18-30,20°,close,4032x3024,iphone_13_front,dim_light,documents_on_documents,2025-10-07T09:35:31+00:00Z
